path,DLH,RESEL
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt3_mod-CueMod_fwhm-3.6_stat-residuals.nii.gz,0.289414,16.0255
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt3_mod-CueMod_fwhm-4.8_stat-residuals.nii.gz,0.134294,34.5361
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt3_mod-CueMod_fwhm-6.0_stat-residuals.nii.gz,0.0667673,69.4649
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt3_mod-CueMod_fwhm-7.2_stat-residuals.nii.gz,0.0361752,128.209
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt3_mod-CueMod_fwhm-8.4_stat-residuals.nii.gz,0.0212764,217.987
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt3_mod-FixMod_fwhm-3.6_stat-residuals.nii.gz,0.281342,16.4852
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt3_mod-FixMod_fwhm-4.8_stat-residuals.nii.gz,0.131215,35.3464
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt3_mod-FixMod_fwhm-6.0_stat-residuals.nii.gz,0.0655729,70.7302
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt3_mod-FixMod_fwhm-7.2_stat-residuals.nii.gz,0.0355909,130.314
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt3_mod-FixMod_fwhm-8.4_stat-residuals.nii.gz,0.0209096,221.811
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-3.6_stat-residuals.nii.gz,0.290419,15.97
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-4.8_stat-residuals.nii.gz,0.136165,34.0615
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-6.0_stat-residuals.nii.gz,0.0683624,67.8441
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-7.2_stat-residuals.nii.gz,0.0371921,124.703
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-8.4_stat-residuals.nii.gz,0.0218666,212.103
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt4_mod-CueMod_fwhm-3.6_stat-residuals.nii.gz,0.293896,15.781
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt4_mod-CueMod_fwhm-4.8_stat-residuals.nii.gz,0.137666,33.6902
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt4_mod-CueMod_fwhm-6.0_stat-residuals.nii.gz,0.069194,67.0287
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt4_mod-CueMod_fwhm-7.2_stat-residuals.nii.gz,0.0377121,122.984
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt4_mod-CueMod_fwhm-8.4_stat-residuals.nii.gz,0.0222269,208.665
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Neut_mask-mni152_mot-opt4_mod-FixMod_fwhm-3.6_stat-residuals.nii.gz,0.292569,15.8526
